id,英文名,中文名,英文地址,纬度,经度,英文城市,中文城市,google纬度,google经度,高德纬度,高德经度,距离,距离分类,选择的纬度,选择的经度,选择的经纬度,原始经纬度
292099,Super 8 Hotel Qingdao Ningxia Road,速8酒店青岛宁夏路店,No.33 Shandong Road,36.073837,120.375159,Qingdao,青岛,120.3725218,36.08122798,120.3721331,36.08142432,0.853814692,1,120.3725218,36.08122798,"36.073837,120.375159","36.081227979425904,120.37252184541207"
292184,Hotel Chengdu Warner Boutique,成都华纳丽尊酒店,3 South Section 3 of 2nd Ring Road,30.620316,104.062843,Chengdu,成都,104.0601543,30.62288188,104.0608469,30.62306872,0.360220269,0.5,104.0608469,30.62306872,"30.620316,104.062843","30.62306872055205,104.06084692155433"
292209,Wuxi Habbo Hotel Zhong Shan Road,无锡凯泊酒店中山路店,No.187 Zhongshan Road,31.570675,120.303642,Wuxi,无锡,120.298885,31.57188993,120.2985164,31.57168556,0.47125066,0.5,120.298885,31.57188993,"31.570675,120.303642","31.5718899313688,120.2988849642465"
292210,Hovle Mansion Club & Hotel,苏州平江华府精品酒店,No.88 Lujia lane Lindun Road,31.318398,120.632057,Suzhou,苏州,120.628253,31.31788516,120.62827,31.31784616,0.365622513,0.5,120.62827,31.31784616,"31.318398,120.632057","31.317846155861115,120.62827002095891"
292212,Guilin Ming Palace International Youth Hostel,桂林王城青年旅馆,No.10 Donghua Road,25.280226,110.301384,Guilin,桂林,,,110.296627,25.2830458,0.571951797,1,110.296627,25.2830458,"25.280226,110.301384","25.283045802674888,110.2966270066862"
292217,Dali Cental Wall Well Hotel,大理城心井茗苑大酒店,Huguo Road,25.695118,100.163086,Dali,大理,,,100.1638179,25.69863859,0.396881883,0.5,100.1638179,25.69863859,"25.695118,100.163086","25.698638591510154,100.16381794319122"
292304,Hotel 66,北京乐盟酒店,"No.66, Xin'anli lane, Dongcheng District",39.938583,116.397314,Beijing,北京,116.3910978,39.9370891,116.3911446,39.93711729,0.551845247,1,116.3911446,39.93711729,"39.938583,116.397314","39.93711729018984,116.3911446440548"
292307,Dali Daguan Hotel,大理大观酒店 ,"South 150,Xingsheng Bridge",25.607765,100.229919,Dali,大理,120.6823646,24.1081969,100.2283148,25.60504384,0.341820988,0.5,100.2283148,25.60504384,"25.607765,100.229919","25.60504383970508,100.22831479521834"
292314,Dali Lazy Cat Inn,大理懒猫客栈,No.72 Yincang Road,25.698074,100.163335,Dali,大理,100.1623218,25.70107113,100.1623218,25.70107113,0.347258359,0.5,100.1623218,25.70107113,"25.698074,100.163335","25.701071133978083,100.16232176325329"
292315,Super 8 Hotel Qingdao Railway Station,速8酒店青岛火车站店-农业部青岛培训基地,"No.3, guizhou road, nanfang district, Qingdao city.",36.058487,120.299629,Qingdao,青岛,,,120.2953772,36.05754824,0.396990716,0.5,120.2953772,36.05754824,"36.058487,120.299629","36.05754824443421,120.29537715137843"
292325,Jinjiang Metropolo Hotel Shaoxing Keqiao,锦江都城绍兴柯桥酒店,No.799 Qiantaogong Road,30.104149,120.50972,Shaoxing,绍兴,120.5070046,30.09484867,120.5042752,30.09578758,1.063685432,5,120.5070046,30.09484867,"30.104149,120.50972","30.094848665635446,120.50700456919401"
292344,Wuzhen Dahong Inn,乌镇大红住宿,Ziye Road (near Mao dun former residence),30.740507,120.493584,Jiaxing,嘉兴,,,120.489001,30.74264228,0.498649205,0.5,120.489001,30.74264228,"30.740507,120.493584","30.742642275049484,120.48900096697834"
292345,Wuzhen Good Mood Inn,乌镇好心情客栈,No.173 Ganquan Road,30.743551,120.491844,Jiaxing,嘉兴,120.4851237,30.74613387,120.4908681,30.74337547,0.095452948,0.5,120.4908681,30.74337547,"30.743551,120.491844","30.743375470003063,120.49086813190247"
292378,Regents Park Apartment,凯欣豪园公寓,Room 521 No.99 HuiChuan Road,31.217871,121.417511,Shanghai,上海,,,121.4122846,31.21880617,0.508684269,1,121.4122846,31.21880617,"31.217871,121.417511","31.218806173076235,121.41228457645734"
292395,Haitang Bay Gloria Resort Sanya,三亚海棠湾9号度假酒店,"No.9, 301 Road",18.286573,109.723346,Sanya,三亚,,,109.7165861,18.28925129,0.773777545,1,109.7165861,18.28925129,"18.286573,109.723346","18.289251289673707,109.7165860636767"
292396,The COLI Hotel Shenzhen,深圳中海凯骊酒店,No.168 Dayun Road,22.70344,114.215282,Shenzhen,深圳,114.2099767,22.70629413,114.2103544,22.70642656,0.604730742,1,114.2103544,22.70642656,"22.70344,114.215282","22.706426559258727,114.2103544417718"
292398,Jinjiang Metropolo Hotel - Wuhan Zhuankou Economic and Technological Development Zone Wanda Plaza,锦江都城武汉经开万达酒店,No. 107-150 Wanda Plaza,30.5058,114.1752,Wuhan,武汉,,,114.3404871,30.554744,16.7648232,5+,114.3404871,30.554744,"30.5058,114.1752","30.554744002176314,114.34048707782459"
292468,Riverside Hotel,苏州丽晶水庄大酒店,No.83 Beiyuan Road,31.327503,120.635849,Suzhou,苏州,120.6320129,31.32916084,120.6317952,31.32880128,0.408765629,0.5,120.6320129,31.32916084,"31.327503,120.635849","31.32916083737181,120.63201286695583"
292470,Suzhou Canal Garden Hotel,苏州运河花园酒店,No.28 Yunhe Road,31.28772,120.576324,Suzhou,苏州,120.5718555,31.29170341,120.5329241,31.34408935,0.613253326,1,120.5718555,31.29170341,"31.28772,120.576324","31.291703406197104,120.57185552563563"
292472,Overseas Chinese International Hotel,青岛华侨国际饭店,No.41 Xianggangzhong Road,36.06538,120.394714,Qingdao,青岛,120.3895079,36.06518814,120.3896378,36.06563199,0.458161154,0.5,120.3896378,36.06563199,"36.06538,120.394714","36.06563199352333,120.389637835469"
292478,Guangzhou HL Holiday Hotel,汇丽花苑假日酒店,"No. 391-395, Dabei Road, Shiqiao Street",22.949332,113.368607,Guangzhou,广州,,,113.3639217,22.95797876,1.071370313,5,113.3639217,22.95797876,"22.949332,113.368607","22.957978764276337,113.36392169848494"
292481,Wuxi Kaiyan Universal Center Serviced Apartment,无锡凯燕环球中心酒店公寓,No.18-2 Yonghe Road,31.551191,120.301682,Wuxi,无锡,120.2950343,31.55361868,120.2956616,31.55294872,0.603948495,1,120.2956616,31.55294872,"31.551191,120.301682","31.55294872163279,120.29566156703758"
292498,Xian Warriors Apartment,西安兵马俑公寓,No.15 Xihuamen Road,34.266369,108.914726,Xian,西安,108.9413382,34.26732121,108.9408616,34.26701225,2.408016507,5,108.9408616,34.26701225,"34.266369,108.914726","34.26701224908399,108.94086157814114"
292501,Bravo  Business Hotel,深圳博悦酒店,"No.59 Yanshan Road,Shekou,Nanshan District",22.500544,113.918869,Shenzhen,深圳,113.9140156,22.5029436,113.9144016,22.50215031,0.492888396,0.5,113.9144016,22.50215031,"22.500544,113.918869","22.502150314889235,113.91440162343372"
292519,Chengdu Nova Traveller Lodge,成都乐浮国际青年旅舍,No.10 of Taisheng Bei Road,30.668615,104.079926,Chengdu,成都,104.0776003,30.67098052,104.0769051,30.67114102,0.344165693,0.5,104.0776003,30.67098052,"30.668615,104.079926","30.670980516925074,104.07760026722754"
292520,Longsheng Longji International Youth Hostel,龙胜龙脊国际青年旅舍,"(Long ji Terraces）Ping'An Village ,Heping Township",25.748901,110.11763,Guilin,桂林,,,110.1215611,25.75779536,1.061352181,5,110.1215611,25.75779536,"25.748901,110.11763","25.757795364465043,110.1215611113035"
292522,Yantai Golden Beach Hotel,烟台金沙滩大酒店,No.88 Huanghe Road,37.567204,121.262543,Yantai,烟台,,,121.2574358,37.56634329,0.461208368,0.5,121.2574358,37.56634329,"37.567204,121.262543","37.56634329014431,121.25743577171147"
292523,GreenTree Inn ShangHai ZhangJiang GuangLan Road Metro Station Business Hotel,格林豪泰上海张江广兰路地铁站酒店,No.1090 Guanglan Road Pudong,31.204926,121.620544,Shanghai,上海,121.6161003,31.20718281,121.6161253,31.2073617,0.491875225,0.5,121.6161003,31.20718281,"31.204926,121.620544","31.20718281022817,121.61610031304025"
292527,Super 8 Hotel Hangzhou Qiandao Lake Xin An East Road Branch,速8酒店杭州千岛湖新安东路店,"492 Xin An Dong Rd,",29.610887,119.06028,Qiandao Lake (Chunan),千岛湖(淳安),,,119.0573304,29.61278207,0.354613581,0.5,119.0573304,29.61278207,"29.610887,119.06028","29.61278207223217,119.05733035361047"
292531,Xiamen Youth Sunshine Hotel Song Bai Branch,厦门青年阳光酒店松柏店,No.111 Tiyu Road,24.490253,118.113503,Xiamen,厦门,118.1090158,24.49208888,118.1090898,24.49259001,0.498222855,0.5,118.1090158,24.49208888,"24.490253,118.113503","24.492088881259054,118.10901576887449"
292537,Super 8 Hotel Nanjing Tangshan Hotel,速8酒店南京汤山店,No.33Tangquan Road,32.05217,118.923225,Nanjing,南京,118.7693666,32.00210351,119.0594429,32.05601261,12.87115259,5+,119.0594429,32.05601261,"32.05217,118.923225","32.056012609390855,119.05944287252589"
292561,Blue Sea Silver Beach Hotel,三亚蓝海银滩酒店,"No 195-3,Sanya Bay Road",18.28987,109.4254,Sanya,三亚,,,109.422904,18.29093573,0.289063075,0.5,109.422904,18.29093573,"18.28987,109.4254","18.29093573398427,109.42290402840294"
292566,Wuzhen Song House Inn,乌镇宋家客栈,Xinhuaqiao Xinhua Road,30.742556,120.494316,Jiaxing,嘉兴,,,120.4908681,30.74337547,0.342437548,0.5,120.4908681,30.74337547,"30.742556,120.494316","30.743375470003063,120.49086813190247"
292567,Kaishibao Hotel,西安凯仕堡酒店,"No 848,North Taihua Road",34.33703,108.971504,Xian,西安,108.9666921,34.33839194,108.9664361,34.33859554,0.467840571,0.5,108.9666921,34.33839194,"34.33703,108.971504","34.33839194043786,108.96669214187945"
292639,Wuhan Tieqiao Jianguo Hotel,武汉铁桥建国大饭店,No.648 Hanyang Road,30.558493,114.225243,Wuhan,武汉,114.2179709,30.56408387,114.2194047,30.56105427,0.627991086,1,114.2194047,30.56105427,"30.558493,114.225243","30.561054274998707,114.21940466498776"
292652,Changsha Gardeninns Yuanjialing Hotel,岭南佳园长沙袁家岭迎宾路地铁站店,No.438 Wuyi Road,28.195242,112.995544,Changsha,长沙,112.9895421,28.19854088,112.9897822,28.19854215,0.673635343,1,112.9897822,28.19854215,"28.195242,112.995544","28.19854214635148,112.98978219565572"
292653,Changsha Gardeninns Shiziling Hotel,岭南佳园长沙识字岭店,No.115 Furong Middle Road No.2 Section,28.196943,112.986916,Changsha,长沙,112.9955335,28.18901229,112.9897822,28.19854215,0.332562597,0.5,112.9897822,28.19854215,"28.196943,112.986916","28.19854214635148,112.98978219565572"
292657,5 Yue Huangshan Branch,五悦景区连锁酒店黄山分店,"Tiandu South Road, Tangkou Town",30.08083,118.191093,Huangshan,黄山,,,118.1824167,30.0780993,0.889567717,1,118.1824167,30.0780993,"30.08083,118.191093","30.078099304036055,118.18241666137611"
292658,5 Yue Wudangshan Branch,五悦景区连锁酒店武当山分店,No.139 Taihe Road,32.513054,111.082344,Shiyan,十堰,,,111.0812077,32.51116412,0.235210103,0.5,111.0812077,32.51116412,"32.513054,111.082344","32.511164117039165,111.0812077032063"
292664,5 Yue Sanqingshan Branch,五悦景区连锁酒店三清山分店,Jinsha Service District,28.39539,117.862053,Shangrao,上饶,,,118.0972807,28.91893189,62.41467446,5+,118.0972807,28.91893189,"28.39539,117.862053","28.918931893324235,118.09728068980219"
292687,Chengdu Nine Point International Hotel,成都九点国际酒店,"1 South Section,Tianfu Avenue",30.532337,104.070801,Chengdu,成都,104.0680878,30.53441767,104.0681447,30.53464353,0.347852147,0.5,104.0680878,30.53441767,"30.532337,104.070801","30.534417672217987,104.06808781983156"
292702,Sea-house,观海小屋,"T1601 Room,LanHai Garden 2,Sanya Bay Road,",18.266983,109.48867,Sanya,三亚,109.4836225,18.26948211,109.4831313,18.2683961,0.601162046,1,109.4836225,18.26948211,"18.266983,109.48867","18.26948211284636,109.48362247438708"
292723,Shenyang Sifang Service Apartment,沈阳四方服务公寓,No.16-2 Taiyuan South Street,41.789768,123.399117,Shenyang,沈阳,123.3946474,41.78969872,123.3913874,41.78837936,0.371604842,0.5,123.3946474,41.78969872,"41.789768,123.399117","41.78969871880494,123.39464741640248"
292816,Xiangzhang Business Hotel,香樟商务酒店,"10F,Building A,Golden Central Tower,Jintian Road, Futian District",22.534475,114.062912,Shenzhen,深圳,114.0577351,22.53689361,114.0573547,22.53691011,0.596101257,1,114.0577351,22.53689361,"22.534475,114.062912","22.536893612847905,114.05773512569405"
292862,Home Inn Kunming Shuang Long,如家快捷酒店昆明双龙店,386 South Huancheng Road,25.023518,102.719673,Kunming,昆明,,,102.7184174,25.02669652,0.374206112,0.5,102.7184174,25.02669652,"25.023518,102.719673","25.02669651799854,102.71841740441403"
292827,Guangzhou Mei Hao Family Lodge,广州美好家园青年公寓,"Fl 28 A Building, Hengcheng Building, No 55 West Huangpu Dadao, Tianhe",23.131129,113.314344,Guangzhou,广州,,,113.3136544,23.13141003,0.077182979,0.5,113.3136544,23.13141003,"23.131129,113.314344","23.13141002958087,113.31365441114143"
292854,Kunming Tong Yi Business Hotel,昆明通怡商务酒店  ,No.48 Yongping Road,25.018797,102.723509,Kunming,昆明,102.7227297,25.02200268,102.7223812,25.022124,0.363710804,0.5,102.7227297,25.02200268,"25.018797,102.723509","25.022002683864237,102.72272970089354"
292856,Home Inn Kunming National Railway Museum Beijing Road,如家快捷酒店昆明北京路铁路博物馆店,107-119 North Huancheng Road (Huancheng Bei Lu),25.05386,102.720421,Kunming,昆明,102.7185812,25.0567499,102.7190854,25.05656538,0.328592151,0.5,102.7190854,25.05656538,"25.05386,102.720421","25.056565379576337,102.71908542437158"
292857,Home Inn Kunming Yuantong Street,如家快捷酒店昆明圆通街店,No.6-10 Yuantong Street,25.050489,102.709824,Kunming,昆明,102.7130253,25.05284502,102.7177961,25.036896,0.415286633,0.5,102.7130253,25.05284502,"25.050489,102.709824","25.052845024952852,102.7130252602517"
292860,Home Inn Kunming Jianshe Road,如家快捷酒店昆明建设路店,492 West Dongfeng Road (Dongfeng Xi Lu),25.053513,102.695915,Kunming,昆明,102.6945764,25.05588795,102.6944916,25.05596409,0.295732131,0.5,102.6945764,25.05588795,"25.053513,102.695915","25.055887954667458,102.69457636997585"
292861,Home Inn Kunming Qingnian Road,如家快捷酒店昆明青年路店,151 Qingnian Road,25.04565,102.715271,Kunming,昆明,102.7139874,25.0486291,102.7139605,25.04864114,0.354515103,0.5,102.7139874,25.0486291,"25.04565,102.715271","25.04862910445186,102.71398743459788"
292865,Home Inn Kunming Baita Road,如家快捷酒店昆明白塔路店,341 Baita Road (Baita Lu),25.043507,102.725891,Kunming,昆明,102.7241219,25.04639555,102.7242547,25.04655641,0.366407805,0.5,102.7241219,25.04639555,"25.043507,102.725891","25.046395548753058,102.72412191158494"
292867,Home Inn Kunming East Point,如家快捷酒店昆明东站店,No.1011 Huancheng East Road,25.032825,102.73468,Kunming,昆明,,,102.7333383,25.03566994,0.343001645,0.5,102.7333383,25.03566994,"25.032825,102.73468","25.035669942016487,102.73333831683836"
292998,Guangzhou Ouhao Hotel,广州欧豪酒店,"No.6, Xiegang, Guangzhou Dadaobei",23.19465,113.327065,Guangzhou,广州,113.3216605,23.19610091,113.3214889,23.19563041,0.576139195,1,113.3216605,23.19610091,"23.19465,113.327065","23.19610090774878,113.32166053744777"
293010,Dalian Jinbai International Hotel,大连金佰家酒店,No.7 Wuwu Road,38.923401,121.658852,Dalian,大连,121.6540747,38.92305907,121.6538691,38.92310742,0.416021971,0.5,121.6540747,38.92305907,"38.923401,121.658852","38.92305907058012,121.6540747083398"
293046,Yantai Qingzhou Hotel,烟台庆洲宾馆,No.40 Changjiang Road,37.560738,121.265114,Yantai,烟台,122.0229798,37.48005191,121.2545942,37.56162919,0.934711274,1,121.2545942,37.56162919,"37.560738,121.265114","37.56162918956045,121.25459415211631"
293069,Yabuli Yunding Hotel,亚布力云鼎宾馆,Yabuli Ski Resort,44.780007,128.465281,Yabuli,亚布力,,,128.4757978,44.78432489,0.960757547,1,128.4757978,44.78432489,"44.780007,128.465281","44.78432489031015,128.47579781393847"
293070,Yabuli Mountain Villa,亚布力山庄酒店,Yabuli Ski Resort,44.787196,128.480988,Yabuli,亚布力,,,128.4757978,44.78432489,0.520111414,1,128.4757978,44.78432489,"44.787196,128.480988","44.78432489031015,128.47579781393847"
293071,Yabuli Xintong Village,亚布力信通山庄酒店,Yabuli Ski Resort,44.781348,128.447685,Yabuli,亚布力,,,128.4769917,44.78680405,2.397340518,5,128.4769917,44.78680405,"44.781348,128.447685","44.786804048136794,128.4769916650334"
293072,Yabuli Sanshan Hotel,亚布力三山宾馆,Yabuli Ski Resort,44.781348,128.447685,Yabuli,亚布力,,,128.4933219,44.79117159,3.773058002,5,128.4933219,44.79117159,"44.781348,128.447685","44.79117159238038,128.49332188526367"
293073,Yabuli the Antarctic Hotel,黑龙江省体育局亚布力滑雪场南极宾馆,Yabuli Ski Resort,44.775307,128.46312,Yabuli,亚布力,,,128.4565879,44.77307478,0.573477902,1,128.4565879,44.77307478,"44.775307,128.46312","44.7730747792846,128.45658793040414"
293081,Yantai Bihai Hotel,烟台碧海饭店,No. 236 South Road,37.538708,121.39283,Yantai,烟台,120.5254694,37.64512742,121.3874543,37.53796884,0.482133498,0.5,121.3874543,37.53796884,"37.538708,121.39283","37.53796884389592,121.3874543337551"
293103,Tianfuyuan Hotspring Hotel Qionghai,琼海天福源温泉大酒店,Hot Spring Tourism Development Qionghai Kwun Tong,19.20993,110.429619,Boao,博鳌,,,110.4203767,19.2126959,1.01899007,5,110.4203767,19.2126959,"19.20993,110.429619","19.212695895645368,110.42037669622715"
293105,Exchange Bank Hotel Hainan,汇银大酒店,No. 2-6 ZhongShan South Road,19.989147,110.362106,Haikou,海口,110.3577501,19.9891309,110.3579039,19.98865128,0.443182858,0.5,110.3579039,19.98865128,"19.989147,110.362106","19.98865127759491,110.35790386689938"
293106,Sun City Hotel Haikou,太阳城大酒店,No.16 Longhua Rd,20.038694,110.336563,Haikou,海口,110.332094,20.04058752,110.3320192,20.04060867,0.512386971,1,110.332094,20.04058752,"20.038694,110.336563","20.040587516564795,110.33209404265368"
293108,Yangshuo Snow Lion Riverside Resort,阳朔雪狮岭江畔酒店,"No1.Mushan Village,",24.77261,110.515959,Yangshuo,阳朔,,,110.5117009,24.77542273,0.53152948,1,110.5117009,24.77542273,"24.77261,110.515959","24.77542273147338,110.51170087974924"
293118,Beijing Airport Silver Ocean Hotel,北京首都国际机场银洋酒店,"No.4, Jianxin East Road, Tian Zhu Fu Qian Jie, Shunyi District",40.082802,116.553436,Beijing,北京,,,116.5688692,40.05921396,2.931391712,5,116.5688692,40.05921396,"40.082802,116.553436","40.05921395528597,116.56886924806545"
293120,Beijing Dong chang'an Hotel,北京东长安饭店,"No. A10, Jian Guo Men Wai Street, Dongcheng District",39.907466,116.451093,Beijing,北京,116.4463491,39.90786468,116.4522035,39.87057034,0.408051058,0.5,116.4463491,39.90786468,"39.907466,116.451093","39.90786467743904,116.44634912706935"
293126,Fragrant Bay Hotel,香湾酒店,No.50 Fengle Zhou Road,23.104544,113.454651,Guangzhou,广州,113.3775339,23.12985443,113.4502446,23.10589129,0.475427064,0.5,113.4502446,23.10589129,"23.104544,113.454651","23.105891286239387,113.45024457259363"
293188,Shanghai Jing Yue Hotel International Aviation,上海景悦国际航空酒店,No.2875-2883 Gongji Road Huinan Town Pudong,31.05398,121.763,Shanghai,上海,,,121.7600435,31.05550124,0.328758578,0.5,121.7600435,31.05550124,"31.05398,121.763","31.055501240609704,121.7600434850263"
293190,Hefei Wangjiang Hotel,合肥望江宾馆,No.1 Jinzhai Road,31.827106,117.260345,Hefei,合肥,117.2582195,31.83327069,117.2643597,31.83100134,0.575338537,1,117.2643597,31.83100134,"31.827106,117.260345","31.831001336020876,117.26435974526893"
293192,Jing Yue Inn Chuansha Road Branch,景悦99客栈川沙店,No.4198 Chuansha Road Pudong,31.20714,121.693542,Shanghai,上海,121.6559986,31.15673268,121.6891218,31.20837297,0.44285934,0.5,121.6891218,31.20837297,"31.20714,121.693542","31.208372965897077,121.68912177426768"
293198,Foshan Weibang Hotel,佛山卫邦酒店,"No.3 Bitangdonger Street, Jiangwanyi Road,Chancheng District",23.018286,113.097146,Foshan,佛山,,,113.0932823,23.02137791,0.523556084,1,113.0932823,23.02137791,"23.018286,113.097146","23.021377905221474,113.09328225082983"
293199,New Oriental Suites in Seasons Park,北京英福瑞海晟服务公寓,"Suite 104, Unit 2 ,Building 25 ,Seasons Park (North), No.36B Dongzhimen Outer Street",39.93795,116.44203,Beijing,北京,,,116.4354482,39.9381566,0.563024072,1,116.4354482,39.9381566,"39.93795,116.44203","39.938156596018054,116.4354481594475"
293207,Maanshan Changjiang International Hotel,马鞍山长江国际酒店,"No.188 Taibai Middle Road.Dangtu,Anhui",31.570747,118.491608,Maanshan,马鞍山,118.4872628,31.57246813,118.4862762,31.57254819,0.454496358,0.5,118.4872628,31.57246813,"31.570747,118.491608","31.57246812969882,118.48726279154549"
293229,Flower Hotel,广州花地大厦酒店,"No.2,Rongxing Road, Fangcun,Liwan District",23.093777,113.232595,Guangzhou,广州,,,113.2273352,23.09646364,0.615556267,1,113.2273352,23.09646364,"23.093777,113.232595","23.096463641887,113.22733516699542"
293249,Kunlunleju Inn Zhengzhou Huayuan Road,昆仑乐居郑州花园路店,No.61 Huayuan Road,34.776093,113.681999,Zhengzhou,郑州,113.675633,34.77753846,113.6754743,34.77757871,0.604371726,1,113.675633,34.77753846,"34.776093,113.681999","34.7775384554318,113.67563303669691"
293253,Kunlunleju Inn Nanyang Dushan Avenue,昆仑乐居南阳独山大道店,No 793 Dushan Road,32.966042,112.570557,Nanyang,南阳市,112.5613203,32.99735988,112.5614325,32.99745197,3.578978785,5,112.5613203,32.99735988,"32.966042,112.570557","32.997359883144334,112.56132031363116"
293256,Kunlunleju Inn Zhengzhou North Bus Station,昆仑乐居郑州汽车北站店,No. 1 Beilin Road,34.797913,113.688988,Zhengzhou,郑州,,,113.6769854,34.80011365,1.125177244,5,113.6769854,34.80011365,"34.797913,113.688988","34.80011365467025,113.67698535071642"
293258,Kunlunleju Inn Pingdingshan Lushan,昆仑乐居平顶山鲁山店,Huayuan Road,33.744148,112.915527,Pingdingshan,平顶山市,,,112.9154826,33.73980486,0.481747975,0.5,112.9154826,33.73980486,"33.744148,112.915527","33.73980486428149,112.91548258591189"
293265,Dali Yinfeng Hotel,大理银峰酒店,"No.41 Yincang Road,",25.696819,100.160973,Dali,大理,100.1588406,25.70021824,100.1588536,25.70027829,0.433153497,0.5,100.1588406,25.70021824,"25.696819,100.160973","25.70021823798193,100.15884059210649"
293276,Tongli Jingyi Hall Houses Inn,同里敬仪堂民居客栈,No.5 Fuguan Road,31.154255,120.723717,Suzhou,苏州,,,120.7179693,31.15672698,0.612748001,1,120.7179693,31.15672698,"31.154255,120.723717","31.156726983477924,120.71796930973217"
293285,Wuhan Future City Hotel,武汉未来城大酒店,"No. 147 South Street, Port Luoshi",30.5241,114.3537,Wuhan,武汉,,,114.3475872,30.52670804,0.654047537,1,114.3475872,30.52670804,"30.5241,114.3537","30.526708044033374,114.34758719863662"
293309,Taiyuan YueJia Hotel,太原悦嘉商务酒店,"No 16 Pozhi Street

Hanximen",37.880116,112.55867,Taiyuan,太原,,,112.5524297,37.87957904,0.552215609,1,112.5524297,37.87957904,"37.880116,112.55867","37.87957903568176,112.55242974890993"
293469,Hibernian Hotel,佛山喜伯年酒店,"No. 593,Gaomingdadaodong,Hecheng Street",22.89274,112.854485,Foshan,佛山,,,112.8485652,22.89611311,0.713058254,1,112.8485652,22.89611311,"22.89274,112.854485","22.896113110630683,112.84856519806536"
293486,Boao Yudaiwan Hotel,博鳌玉带湾大酒店,Binhai Er Rd,19.162555,110.589961,Boao,博鳌,,,110.5857005,19.16431457,0.488651586,0.5,110.5857005,19.16431457,"19.162555,110.589961","19.164314565686723,110.58570050778111"
293487,Qingdao Zhanshan Garden Hotel,青岛湛山花园酒店,No. 25 Donghaiyi Road,36.065701,120.366051,Qingdao,青岛,120.374181,36.06075404,120.3613357,36.0641121,0.459929117,0.5,120.3613357,36.0641121,"36.065701,120.366051","36.06411209818591,120.36133574960435"
293488,Qingdao Hitime Inn,青岛海天e家商务酒店,No.18 Yangkou Road,36.067001,120.367653,Qingdao,青岛,120.3623135,36.06645125,120.36287,36.06606661,0.443186758,0.5,120.36287,36.06606661,"36.067001,120.367653","36.066066609111225,120.36287002233931"
293512,Guilin Grand Link Hotel,桂山华星酒店 ,No. 42 Chuanshan Road,25.27099,110.304085,Guilin,桂林,110.297989,25.27158207,110.2976537,25.27165363,0.617527185,1,110.297989,25.27158207,"25.27099,110.304085","25.27158206542728,110.29798899575508"
293536,Sanya Lidu Seaview Business Hotel,三亚丽都海景商务酒店,"No 20,Hexi Road,",18.237679,109.509537,Sanya,三亚,,,109.5054667,18.23945294,0.473143355,0.5,109.5054667,18.23945294,"18.237679,109.509537","18.23945294315029,109.50546671439217"
293564,Gehao Holiday Hotel,清远格豪假日酒店,"City Plaza, No 18. Xianfengzhong Road",23.709179,113.030731,Qingyuan,清远,,,113.0253904,23.7109172,0.577648371,1,113.0253904,23.7109172,"23.709179,113.030731","23.71091719531038,113.02539040815768"
293573,Holiday Inn Express Changzhou Centre,常州中心智选假日酒店,7-401 Lai Meng Du Hui Commercial Street,31.777697,119.952881,Changzhou,常州,,,119.9487752,31.78035,0.487626658,0.5,119.9487752,31.78035,"31.777697,119.952881","31.780350003156407,119.94877518488214"
293574,Holiday Inn Chengdu Oriental Plaza,成都东方广场假日酒店,"No.231 Zhiquanduan,Dongda Street",30.647877,104.088364,Chengdu,成都,,,104.0863851,30.65043209,0.340910746,0.5,104.0863851,30.65043209,"30.647877,104.088364","30.65043209338501,104.08638506474999"
293575,Crowne Plaza Hefei,合肥皇冠假日酒店 ,"Building A, 598 Huangshan Road",31.841276,117.215065,Hefei,合肥,117.2098368,31.84319194,117.21011,31.84319526,0.515035131,1,117.21011,31.84319526,"31.841276,117.215065","31.843195262216984,117.21011003173659"
293576,Holiday Inn Changbaishan Suites,长白山万达套房假日酒店,Changbaishan International Tourism Resort Fusong County,42.105438,127.512047,Baishan,白山,,,127.5067161,42.10136022,0.632134424,1,127.5067161,42.10136022,"42.105438,127.512047","42.1013602156146,127.50671611443441"
293577,Holiday Inn Resort Changbaishan,长白山万达假日度假酒店,Changbaishan International Tourism Resort Fusong County,42.103859,127.512283,Baishan,白山,,,127.5067161,42.10136022,0.537658374,1,127.5067161,42.10136022,"42.103859,127.512283","42.1013602156146,127.50671611443441"
293578,InterContinental Xishuangbanna Resort,西双版纳洲际度假酒店,Mannongfeng District 2nd Phase,21.975046,100.829987,Xishuangbanna,西双版纳,,,100.8294853,21.98066478,0.62432092,1,100.8294853,21.98066478,"21.975046,100.829987","21.980664780102483,100.82948531343654"
293579,InterContinental Ningbo,宁波洲际酒店,"777 XinHui Road, National Hi-techIndustrial",29.884617,121.625961,Ningbo,宁波,,,121.6219085,29.88801458,0.543213673,1,121.6219085,29.88801458,"29.884617,121.625961","29.888014577403403,121.62190851239997"
293580,Holiday Inn Express Tianjin Heping,天津和平智选假日酒店,"No.26 Xizang Road, Heping District",39.121059,117.187515,Tianjin,天津,117.1807555,39.12006323,117.1812013,39.11999806,0.558561301,1,117.1812013,39.11999806,"39.121059,117.187515","39.11999806451747,117.18120132779993"
293581,Holiday Inn Taicang City Centre,太仓华旭假日酒店,No.9 Xinhua West Road,31.443054,121.100502,Taicang,太仓,,,121.102214,31.44733649,0.501942951,1,121.102214,31.44733649,"31.443054,121.100502","31.44733649290622,121.10221397283725"
