id,英文名,中文名,英文地址,纬度,经度,英文城市,中文城市,google纬度,google经度,高德纬度,高德经度,距离,距离分类,选择的纬度,选择的经度,选择的经纬度,原始经纬度
823546,Hangzhou Leeyor Hotel,果岭酒店,"No. 18 Hezhu Street, Xixi Wetland Park,",30.27296,120.06929,Hangzhou,杭州,120.0614778,30.27034935,120.0645563,30.27523671,0.520731138,1,120.0645563,30.27523671,"30.27296,120.06929","30.27523671122255,120.06455628205991"
823545,Yaodu International Hotel,安国药都大酒店,38 Hebeianguo City Finance Road,38.42902,115.33434,Baoding,保定,,,115.3282131,38.42812168,0.544210502,1,115.3282131,38.42812168,"38.42902,115.33434","38.428121678232195,115.32821307024359"
823544,Wuxi Taihe Grand Hotel,巫溪泰和大酒店,"Chunshen Avenue, Mazhenba, Wuxi County",31.39482,109.56195,Chongqing,重庆,,,109.5575993,31.39693675,0.475714042,0.5,109.5575993,31.39693675,"31.39482,109.56195","31.396936753260793,109.55759925162603"
823543,Dongya Business Hotel,石狮东雅商务酒店,"No. 57 Zhenzhong Road, Jiu'er Road,",24.73479,118.62848,Quanzhou,泉州,,,118.624189,24.7379142,0.555160876,1,118.624189,24.7379142,"24.73479,118.62848","24.73791420482914,118.62418896306426"
823542,Wanjinglou Guest House,龙胜龙脊万景楼客栈,"Tiantouzhai, Dazhai Village, Longsheng",25.78582,110.13122,Guilin,桂林,,,110.139298,25.80795111,2.5821694,5,110.139298,25.80795111,"25.78582,110.13122","25.80795111036382,110.13929799873422"
823541,City Comfort Inn,南宁南华宾馆,"No.1 Renmin Middle Road, Xingning",22.81835,108.31964,Nanning,南宁,108.3157762,22.82135549,108.3153271,22.82094748,0.517793694,1,108.3157762,22.82135549,"22.81835,108.31964","22.821355485502384,108.31577617325347"
823540,Hong Yuan Hotel - Hebi,鹤壁鸿源大酒店,"No.158 Qibin Avenue, Qibin Development",35.74994,114.30037,Hebi,鹤壁,114.2806006,35.75035957,114.2944746,35.74955112,0.534972122,1,114.2944746,35.74955112,"35.74994,114.30037","35.74955112148489,114.29447455919161"
823539,Xingshunxiang International Hotel,南昌鑫顺祥国际大酒店,"No.987, Hongcheng road, West lake",28.65636,115.87828,Nanchang,南昌,,,115.8737025,28.65997196,0.600411646,1,115.8737025,28.65997196,"28.65636,115.87828","28.659971964230078,115.87370250935511"
823537,Yinchuan Gongda Hotel,南宁银河大酒店,"No. 84 Chaoyang Road, Xingning District",22.82499,108.31668,Nanning,南宁,108.3129123,22.8275946,108.3127735,22.82810667,0.482478525,0.5,108.3129123,22.8275946,"22.82499,108.31668","22.82759460097565,108.31291228570883"
823536,Radow Business Hotel Zhanqian - Wenzhou,温州瑞都商旅酒店,"Hualong Trade Mansion, Zhanqiandong",27.98503,120.68669,Wenzhou,温州,,,120.6824358,27.993927,1.071097263,5,120.6824358,27.993927,"27.98503,120.68669","27.993926999823906,120.68243579279499"
823534,Nonggong International Hotel,襄阳农工国际大酒店,No.19 ChuenYuang West Road. Xiang,32.05282,112.12255,Xiangyang,襄阳,,,112.116229,32.05468994,0.631930934,1,112.116229,32.05468994,"32.05282,112.12255","32.054689940339834,112.11622899164495"
823533,Ningboshangpinyujiajiudian,南苑e家木缘情调主题酒店,boshijiangdongqucaihongbeilu111hao,29.86682,121.56937,Ningbo,宁波,121.5657474,29.868883,121.5396268,29.77062059,0.418082363,0.5,121.5657474,29.868883,"29.86682,121.56937","29.86888299905061,121.56574737976212"
823532,Shenzhen Qianfu Hotel,深圳千富大酒店,"No. 3 Xubei Street, Xubei Street,",22.678,113.93165,Shenzhen,深圳,,,113.9266772,22.68105494,0.61285756,1,113.9266772,22.68105494,"22.678,113.93165","22.681054937952183,113.92667715042265"
823529,Shanhai International Hotel,西昌山海国际酒店,"No. 119 Haibin Middle Road, Xichang,",27.83728,102.27241,Liangshan Yi,,,,102.2709843,27.84061635,0.395497899,0.5,102.2709843,27.84061635,"27.83728,102.27241","27.84061635136378,102.27098433828586"
823528,Chaoyue Business Hotel,南浔超悦商务宾馆,At the cross of Hongyang road and,30.87017,120.43728,Huzhou,湖州,,,120.4324773,30.87221766,0.512339955,1,120.4324773,30.87221766,"30.87017,120.43728","30.87221765811428,120.43247725008938"
823526,Shanghai Zhujiege Hotel,上海珠街阁大酒店,"No. 118 Xiangningbang Road, Zhujiajiao",31.10895,121.06427,Shanghai,上海,121.059914,31.11081816,121.0597044,31.11088943,0.464299401,0.5,121.059914,31.11081816,"31.10895,121.06427","31.110818157951755,121.05991399088272"
823525,Degas Hotel,武汉德加连锁酒店,"No. 488 Xingchu Avenue, Hongshan",30.50481,114.37356,Wuhan,武汉,114.368187,30.50722978,114.3686896,30.50708226,0.53106678,1,114.3686896,30.50708226,"30.50481,114.37356","30.507082259977015,114.36868963823028"
823524,Kaixuan Hotel,娄底凯旋酒店,1227 South Louxing Road,27.69992,111.9994,Loudi,娄底,,,111.9936255,27.70325422,0.678899021,1,111.9936255,27.70325422,"27.69992,111.9994","27.70325421999872,111.99362546343252"
823523,Home Inn Hotel,如家快捷酒店,"No. 143 Heping Hou Village, Beijing",25.02766,102.72416,Kunming,昆明,,,102.7184529,25.04216367,1.706742521,5,102.7184529,25.04216367,"25.02766,102.72416","25.04216367442606,102.71845289076698"
823522,Zhexiang Hotel,衡阳新浙湘大酒店,"No. 79 Hongxiang North Road, Zhengxiang",26.9064,112.59221,Hengyang,衡阳,,,112.5866951,26.90993483,0.673436786,1,112.5866951,26.90993483,"26.9064,112.59221","26.90993482721603,112.58669506910952"
823521,Jiangmen Xinhui Zhongtian Hotel,江门新会中天酒店,"No. 3 Xinhui Middle Avenue, Xinhui",22.5104,113.05693,Jiangmen,江门,113.0516153,22.51262538,113.0515025,22.51287758,0.599783925,1,113.0516153,22.51262538,"22.5104,113.05693","22.512625378365108,113.05161527538112"
823520,Xichang Lushan Grand Hotel,泸山大酒店,"Section 2 of Shengli South Road,",27.87643,102.24958,Liangshan Yi,,,,102.248008,27.87968189,0.3922063,0.5,102.248008,27.87968189,"27.87643,102.24958","27.87968189295933,102.24800802114522"
823519,99 Inn,99旅馆连锁,"Floor 4, No. 1310 Jingao Road, Pudong",31.27733,121.60972,Shanghai,上海,121.6054748,31.27952776,121.5281859,31.28610252,0.472015551,0.5,121.6054748,31.27952776,"31.27733,121.60972","31.279527763050904,121.60547477967046"
823518,Chengdu Huanbian Art Hotel,成都幻变艺术酒店,"No. 12 Changshou Road, Wuhou Distrct",30.61205,104.06839,Chengdu,成都,104.0663072,30.61446234,104.0655485,30.61462829,0.333782923,0.5,104.0663072,30.61446234,"30.61205,104.06839","30.614462341408455,104.06630715470243"
823517,Jingdezhen Haihui Hotel,景德镇海慧酒店,"No. 88 Cidu Avenue, Changjiang District",29.27455,117.18611,Jingdezhen,景德镇,,,117.1807405,29.27735624,0.607471056,1,117.1807405,29.27735624,"29.27455,117.18611","29.27735623717424,117.18074054938033"
823516,Hechi Yinxiang Siji Hotel,河池印象四季酒店,"No. 67 Xinjian Road, Jinchengjiang",24.6954,108.06202,Hechi,河池,,,108.0568269,24.69836014,0.619420905,1,108.0568269,24.69836014,"24.6954,108.06202","24.69836014315068,108.05682693342447"
823515,Chongqing Yushan Hotel,重庆玉山宾馆,"No. 1 Lane 3, Yuhang Road, Yubei",29.71994,106.63177,Chongqing,重庆,106.6279928,29.7234004,106.6281904,29.72330515,0.509013131,1,106.6281904,29.72330515,"29.71994,106.63177","29.723305154883843,106.62819042837681"
823514,Junhao International Hotel,西安凯仕堡大酒店,"No. 848 Taiping North Road, Weiyang",34.33713,108.97126,Xi'an,西安,,,108.9664361,34.33859554,0.472714098,0.5,108.9664361,34.33859554,"34.33713,108.97126","34.338595536626976,108.96643612811401"
823510,Home Inn Hotel,如家快捷酒店,No. 12 Xiacheng District,30.27859,120.18355,Hangzhou,杭州,,,120.1490322,30.28062495,3.328769019,5,120.1490322,30.28062495,"30.27859,120.18355","30.280624947110226,120.1490322342304"
823509,Oriental Boutique Hotel,深圳东方精品酒店,"No.1108, East shennan road, Luohu",22.54609,114.13394,Shenzhen,深圳,114.1288622,22.54876766,114.0500829,22.56703835,0.600607951,1,114.1288622,22.54876766,"22.54609,114.13394","22.548767663917467,114.12886218934736"
823508,Suichang Tang Gong Resort Hotel,遂昌汤公度假酒店,Intesection of Junzi Road and Shuige,28.59933,119.26617,Lishui,丽水,,,119.2612171,28.60247019,0.596498998,1,119.2612171,28.60247019,"28.59933,119.26617","28.60247018878009,119.26121708736423"
823507,Jinlong Hotel,常州金龙大酒店,"No. 778 Renming Middle Road, Wujin",31.72637,119.94381,Changzhou,常州,119.9393255,31.72882757,119.9391667,31.72891587,0.504861855,1,119.9393255,31.72882757,"31.72637,119.94381","31.7288275694365,119.93932547305823"
823506,Balance Hotel - Yinzhou Wanda,牡丹江昆仑大酒店,"No.68 Taiping Road, Xi'an District",44.58578,129.61521,Mudanjiang,牡丹江,129.6080877,44.58394229,129.6081816,44.58380321,0.599826258,1,129.6081816,44.58380321,"44.58578,129.61521","44.58380320533506,129.6081815966888"
823505,Yiwu Wanzi Hotel,义乌澜都大酒店,"No. 1257 Gongren North Road, Yiwu,",29.34376,120.10656,Jinhua,金华,120.1023635,29.34644358,120.1022404,29.34641055,0.504541437,1,120.1023635,29.34644358,"29.34376,120.10656","29.346443575049772,120.10236351496226"
823504,Yuzhou Zhulin Hotel,禹州竹林大酒店,"No. 128 Middle Section of Binhe Avenue,",34.15315,113.47698,Xuchang,许昌,,,113.4706573,34.15422843,0.595209928,1,113.4706573,34.15422843,"34.15315,113.47698","34.15422842816879,113.47065732645837"
823503,Jinjiang Inn,深圳美逸酒店,"No. 3008 Yitian Road, Futian District",22.52736,114.05744,Shenzhen,深圳,114.0524045,22.52980679,114.0523625,22.53087481,0.584608745,1,114.0524045,22.52980679,"22.52736,114.05744","22.529806786857574,114.05240449367513"
823502,Hangzhou Ziwei Holiday Hotel,杭州78号紫薇小院,"No. 78 Santaishan Road, Xihu District",30.22775,120.1333,Hangzhou,杭州,120.1288051,30.2296246,120.1286769,30.22952644,0.480009803,0.5,120.1288051,30.2296246,"30.22775,120.1333","30.229624604983954,120.12880514917836"
823501,7 Days Inn Shangqiu Railway Station,7天连锁酒店,"No. 45 Zhanqian Road, Liangyuan District",34.44231,115.65959,Shangqiu,商丘,115.6536612,34.44380614,115.6536612,34.44380614,0.569589194,1,115.6536612,34.44380614,"34.44231,115.65959","34.44380613858319,115.65366117613277"
823500,Starway Hotel Wuhai Xinhua Street,星程酒店,"Xinhua East Street, Haibowan District",39.66974,106.82215,Wuhai,乌海,,,106.8179091,39.66949727,0.364883393,0.5,106.8179091,39.66949727,"39.66974,106.82215","39.66949726501875,106.81790909442859"
823497,Guiyang Tianhao Hotel,贵阳天豪精品酒店,"No. 131 north section of Huaxi Avenue,",26.56875,106.69882,Guiyang,贵阳,,,106.6952532,26.57265113,0.559554097,1,106.6952532,26.57265113,"26.56875,106.69882","26.572651126629896,106.6952532262443"
823496,Hongwan Hotel,三亚宏湾宾馆,"No. 148 Jiefang 1st Road, Hedong",18.2406,109.50692,Sanya,三亚,,,109.5030647,18.24125041,0.414038782,0.5,109.5030647,18.24125041,"18.2406,109.50692","18.241250411707536,109.50306474994753"
823493,Tourist,瑞思特酒店,"No. 45 Zitongqiao Zheng Street,",30.66024,104.08134,Chengdu,成都,,,104.0787993,30.66264026,0.360696961,0.5,104.0787993,30.66264026,"30.66024,104.08134","30.66264026095598,104.07879930387148"
823492,Yiwu Luckbear Hotel,呼和浩特香江大酒店,"No. 30 Zhaowuda Road, Saihan District",40.81292,111.69466,Hohhot,呼和浩特,111.6879595,40.81138211,111.6878736,40.81161507,0.590580237,1,111.6879595,40.81138211,"40.81292,111.69466","40.811382110631286,111.68795947181097"
823490,7 Days Inn Shanwei Erma Road,7天连锁酒店,"Middle Section of Erma Road, Shanwei",22.76856,115.36284,Shanwei,汕尾,,,115.3579837,22.77125407,0.581148619,1,115.3579837,22.77125407,"22.76856,115.36284","22.771254068833727,115.35798366471298"
823489,Wenzhou Jin Baoli Business Hotel,温州锐思特连锁旅店,"No. 1 Nong 257, Liming West Road,",28.01133,120.67394,Wenzhou,温州,,,120.6751748,27.98424806,3.003659946,5,120.6751748,27.98424806,"28.01133,120.67394","27.984248060466275,120.6751748489052"
823488,Nanhai Hotel - Changsha,长沙南海宾馆,"No. 56 Bayi Road, Furong District",28.19768,113.00678,Changsha,长沙,113.0014923,28.2008736,113.0012003,28.20105549,0.628313488,1,113.0014923,28.2008736,"28.19768,113.00678","28.2008735979802,113.00149228009626"
823487,Youyi Hotel,荆州山水酒店,"No. 64 Taqiao North Road, Shashi",30.32736,112.24543,Jingzhou,荆州,112.239919,30.33013621,112.2394059,30.32995615,0.612854441,1,112.239919,30.33013621,"30.32736,112.24543","30.33013621317094,112.2399190166182"
823486,Home Inn Hotel,如家酒店,Intersection of Weiyang Road and North,34.30857,108.94772,Xi'an,西安,,,108.9435127,34.26636532,4.697659001,5,108.9435127,34.26636532,"34.30857,108.94772","34.26636531727773,108.94351269345454"
823485,Bahao Gongguan Hotel,东莞市八号公馆酒店,"No. 233 Kangli Road, Dalang Town",22.95584,113.91376,Dongguan,东莞,113.9081604,22.95885991,113.9087235,22.95875767,0.609251116,1,113.9087235,22.95875767,"22.95584,113.91376","22.95875766909201,113.90872354028517"
823484,Fx Hotel Tianjin Binjiang Avenue,富驿时尚酒店,"No. 18 Harbin Avenue, Heping District",39.13048,117.20888,Tianjin,天津,,,117.2032362,39.12984516,0.493066381,0.5,117.2032362,39.12984516,"39.13048,117.20888","39.12984515732873,117.20323622351135"
823483,Home Inn Foshan Fenjiang West Road,佛山如意酒店,"No. 6 Fenjiang West Road, Chancheng",23.02538,113.10577,Foshan,佛山,113.1001355,23.0276584,113.1002675,23.02786736,0.627689118,1,113.1002675,23.02786736,"23.02538,113.10577","23.02786735539277,113.10026752372306"
823482,Nobel Garden Hotel,东莞同富花园酒店,"BeiHuang Road,XianSha Village, GaoBu",23.09481,113.76466,Dongguan,东莞,,,113.7594259,23.09743188,0.609800556,1,113.7594259,23.09743188,"23.09481,113.76466","23.0974318779033,113.7594258786674"
823481,Universal Hotel Wuzhou,梧州环球大酒店,"No.28 Wenhua Road, Wanxiu District",23.47335,111.31769,Wuzhou,梧州,,,111.3124033,23.47595958,0.612560208,1,111.3124033,23.47595958,"23.47335,111.31769","23.475959575637148,111.31240327666421"
823480,Chunzhichao Business Hotel,深圳春之潮商务酒店,"No. 170 Xin'an 3rd Road, Bao'an District",22.58062,113.90492,Shenzhen,深圳,113.9002615,22.58365863,113.9000764,22.58369065,0.585429541,1,113.9002615,22.58365863,"22.58062,113.90492","22.583658632142846,113.9002614627572"
823479,Everight International Liz Fortman Hotel,大英福特曼·丽兹酒店,"No. 438 Huancheng Road, Daying County",30.59687,105.23455,Suining,遂宁,,,105.2311744,30.59866166,0.379804167,0.5,105.2311744,30.59866166,"30.59687,105.23455","30.598661658649437,105.23117443940491"
823476,Grand International Hotel Chongqing,重庆巨豪国际酒店,Yubei District Xiao Jiahe Guo Tong Road,29.6478,106.58638,Chongqing,重庆,,,106.5826914,29.65066631,0.478011824,0.5,106.5826914,29.65066631,"29.6478,106.58638","29.650666311086525,106.58269144025407"
823475,Yawen Hotel - Zhengzhou,河南雅文大酒店,100 m North of Intersection of Longhu,34.78272,113.71783,Zhengzhou,郑州,,,113.7107772,34.78380077,0.656570305,1,113.7107772,34.78380077,"34.78272,113.71783","34.78380077487718,113.7107772041173"
823472,Yubo Hotel Zhongzhou Road,Yubo Hotel Zhongzhou Road,"West Jianye Mall, Mid Zhongzhou Road",34.68333,112.42306,Luoyang,洛阳,,,112.4425358,34.67520375,1.999562205,5,112.4425358,34.67520375,"34.68333,112.42306","34.675203753122034,112.44253579453846"
823471,Yuhua Hotel,石家庄裕华大酒店,Yuhua West Road and red flag street,38.03535,114.45832,Shijiazhuang,石家庄,,,114.4934964,38.00572474,4.511481354,5,114.4934964,38.00572474,"38.03535,114.45832","38.00572473869938,114.49349643568893"
823470,Tianhao Hotel - Guangyuan,广元天豪酒店,"Jingguo Road, Nanhe",32.42354,105.82788,Guangyuan,广元市,,,105.8240596,32.42571689,0.432889623,0.5,105.8240596,32.42571689,"32.42354,105.82788","32.42571689448088,105.82405959080144"
823469,Lanting Fashionable Hotel,焦作兰亭驿栈精品酒店,jiaozuo construction road no.1,35.23863,113.25143,Jiaozuo,焦作,,,113.2450939,35.23940735,0.583133056,1,113.2450939,35.23940735,"35.23863,113.25143","35.23940734836695,113.24509394294333"
823468,Kunshan C.straits Beautiful Scene Hotel,昆山两岸丽景酒店,"No. 702 Tongfeng West Road, Kunshan,",31.3862,120.96949,Suzhou,苏州 (苏州),120.9654786,31.3881149,120.9652155,31.38811861,0.436644223,0.5,120.9654786,31.3881149,"31.3862,120.96949","31.38811490316369,120.96547860104846"
823467,Impression Nanchong Hotel,印象南充大酒店,"No. 74 Renmin Middle Road, Shunqing",30.79215,106.08839,Nanchong,南充,106.0843413,30.79430205,106.0845181,30.79456183,0.455065191,0.5,106.0843413,30.79430205,"30.79215,106.08839","30.79430204955979,106.08434125105035"
823465,Hebei Cangzhou Hotel,福州旅行家小酒店,"No. 8 Wuyi South Road, Taijiang District",26.06323,119.31306,Fuzhou,福州,119.3080268,26.06613469,119.3080079,26.06613072,0.597665806,1,119.3080268,26.06613469,"26.06323,119.31306","26.06613469257659,119.30802684932016"
823464,Yiwu Veines Hotel,义乌天鸿宾馆,No. 372 gongren north road,29.31991,120.08937,Jinhua,金华,120.0846653,29.32242493,120.0845372,29.32244397,0.535307113,1,120.0846653,29.32242493,"29.31991,120.08937","29.322424933020145,120.0846652759261"
823463,Chengdu Jin Guan Yin Xiang Hotel,成都锦官印象酒店公寓,"No. 200 East Avenue Section, Jinjiang",30.65009,104.08227,Chengdu,成都,,,104.0681663,30.65134577,1.358994505,5,104.0681663,30.65134577,"30.65009,104.08227","30.65134576550762,104.0681663390241"
823462,Qingyuan Yangshan Kaiyi Holiday Hotel,清远阳山凯逸假日酒店,"Floor 3-12, City Square, Beimen Road,",24.47716,112.64344,Qingyuan,清远,,,112.6383796,24.48033856,0.622177235,1,112.6383796,24.48033856,"24.47716,112.64344","24.480338556664073,112.63837961093176"
823461,Fortunate Encounter International Hostel Qingdao Railway Station,青岛邂逅国际青年旅舍,"No. 127 Yunnan Road, Shi'nan District",36.067,120.30928,Qingdao,青岛,120.3042451,36.06669699,120.3042361,36.06679798,0.454830555,0.5,120.3042451,36.06669699,"36.067,120.30928","36.066696987432046,120.30424505335885"
823460,Z-up Boutique Hotel,至尚轻奢酒店,No.3 Yanhe Road,29.34364,110.55109,Zhangjiajie,张家界,,,110.546389,29.34660941,0.562800924,1,110.546389,29.34660941,"29.34364,110.55109","29.346609409317594,110.54638904248532"
823457,City Comfort Inn,城市便捷酒店,No1.yuanhu geling Road Nanning Duangxi,22.82268,108.3443,Nanning,南宁,,,108.3005412,22.85366605,5.652363913,5+,108.3005412,22.85366605,"22.82268,108.3443","22.853666048894898,108.30054118650062"
823456,Hanting Express Hotel Qingdao Taidong Branch,汉庭酒店,"No. 103 Taidong 1st Road, Shibei",36.07852,120.35927,Qingdao,青岛,120.354478,36.07826579,120.3142761,36.07134444,0.432555923,0.5,120.354478,36.07826579,"36.07852,120.35927","36.07826579491168,120.354478014587"
823455,Orange Hotel,延吉桔子酒店,Intersection of Jiefang Road and,42.90612,129.52795,Yanbian,,,,129.5206118,42.90370392,0.656643855,1,129.5206118,42.90370392,"42.90612,129.52795","42.90370391921918,129.52061183414781"
823454,Hunan Marriott Hotel,湖南省万豪大酒店,"No. 16 Wanggongtang, Renmin Middle",28.18458,113.00436,Changsha,长沙,,,113.0802642,27.83540947,39.40848069,5+,113.0802642,27.83540947,"28.18458,113.00436","27.835409472498444,113.08026420393178"
823453,Raymond Holiday Hotel - Fenghua,诸城嘉豪国际酒店,"No. 139 Dongguan Street, Zhucheng,",35.99878,119.41493,Weifang,潍坊,,,119.4088155,35.9983737,0.553152837,1,119.4088155,35.9983737,"35.99878,119.41493","35.99837369921602,119.40881553789481"
823452,Hechi Lijiang Hotel,河池丽江大酒店,"Jiulong Trade City, No. 254 Nanxin East",24.68951,108.07114,Hechi,河池,,,108.0668197,24.69242703,0.54365383,1,108.0668197,24.69242703,"24.68951,108.07114","24.692427025146554,108.06681973780005"
823451,Longxing Holiday Hotel,北戴河龙兴假日酒店,"No. 314 Lianfeng Road, Beidaihe District",39.82616,119.47314,Qinhuangdao,秦皇岛,119.4670876,39.82473475,119.4670303,39.82497258,0.539416342,1,119.4670303,39.82497258,"39.82616,119.47314","39.82497258360987,119.4670302957114"
823450,99 Inn,99旅馆连锁,"No. 1104 Gongyuan Road, Xin'an Street,",22.56948,113.91085,Shenzhen,深圳,,,113.8220753,22.73214885,20.19296716,5+,113.8220753,22.73214885,"22.56948,113.91085","22.732148850322496,113.82207528037294"
823449,Atour Hotel Tianjin TEDA,天津开发区第二大街亚朵酒店,"No.90 Second Avenue, Jin Ye Plaza",39.02258,117.71365,Tianjin,天津,,,117.7079623,39.02118654,0.516271423,1,117.7079623,39.02118654,"39.02258,117.71365","39.02118654396644,117.70796233946452"
823448,Ya'an Zhougongshan Geo-thermal Hot Spring Hotel,雅安周公山热地温泉酒店,"Zhougongshan Scenic Spot, Yucheng",29.90893,103.04209,Ya'an,雅安,,,103.0402459,29.9109428,0.285479291,0.5,103.0402459,29.9109428,"29.90893,103.04209","29.91094279740872,103.04024591421336"
823446,Hezhou Liyuan Hotel,贺州利源酒店,"No. 14 Jianshe Middle Road, Babu",24.41268,111.55472,Hezhou,贺州,111.5494787,24.41608778,111.5494787,24.41608578,0.651841023,1,111.5494787,24.41608578,"24.41268,111.55472","24.41608578265857,111.54947869855285"
823445,Jinhua Gerui Hotel,东阳嘉华大酒店,"No. 199 Renmin Road, Dongyang, Jinhua",29.26949,120.24057,Jinhua,金华,,,120.2362715,29.27189206,0.495374892,0.5,120.2362715,29.27189206,"29.26949,120.24057","29.27189206368781,120.23627151392662"
823444,Wuhan Mulan Chain Hotel,沐兰连锁酒店 - 武汉汉口火车站店,"South Gate of Caishen Business Square,",30.61691,114.25801,Wuhan,武汉,,,114.2525875,30.61918217,0.577728638,1,114.2525875,30.61918217,"30.61691,114.25801","30.61918217198813,114.25258754374683"
823441,Huian Chongwu Straits Hotel - Quanzhou,泉州惠安崇武海峡酒店,Huian HuiChong telecommunications,24.89409,118.91616,Quanzhou,泉州,,,118.9117166,24.89699026,0.55205116,1,118.9117166,24.89699026,"24.89409,118.91616","24.89699025746977,118.91171657561893"
823440,Jiangmen Charming Hotel,江门魅力酒店,"No. 18 Jianshe 3rd Road, Pengjiang",22.61231,113.07301,Jiangmen,江门,113.0674952,22.61521871,113.0673664,22.61520086,0.652093271,1,113.0674952,22.61521871,"22.61231,113.07301","22.615218713825545,113.06749521087364"
823439,Xing An Dijing Hotel - Guilin,桂林兴安帝豪大酒店,"Lemandi 1, Zhiling Road, Xingan",25.59072,110.67685,Guilin,桂林,,,110.6722081,25.59373049,0.573318373,1,110.6722081,25.59373049,"25.59072,110.67685","25.593730490661713,110.67220805409356"
823437,Mengda Hotel,内蒙古蒙达宾馆,"No. 1 Zhongshan East Road, Xincheng",40.82151,111.67593,Hohhot,呼和浩特,111.6691062,40.81986315,111.6691042,40.82032279,0.590742308,1,111.6691042,40.82032279,"40.82151,111.67593","40.820322786663944,111.66910419137876"
823436,Chaozhou Yuanxin Holiday Inn,潮州远信假日酒店,"Chengxin West Road, Xiangqiao District,",23.6501,116.62694,Chaozhou,潮州,,,116.6232672,23.65358566,0.538000203,1,116.6232672,23.65358566,"23.6501,116.62694","23.65358565621772,116.62326716623275"
823434,Hanting Hotel Taizhou Luqiao West Avenue,汉庭酒店,"No. 85-93 Luqiao West Avenue, Luqiao",28.58455,121.36964,Taizhou,泰州,,,120.1570755,32.51517184,451.008523,5+,120.1570755,32.51517184,"28.58455,121.36964","32.51517183751641,120.15707547608696"
823433,Gloden Beach Art Hotel Fangchenggang,防城港金海岸艺术酒店,Friendship Avenue Fangchenggang port,21.60869,108.34191,Fangchenggang,防城港,,,108.3376167,21.61136719,0.534304652,1,108.3376167,21.61136719,"21.60869,108.34191","21.611367188919797,108.33761673688525"
823432,City Comfort Inn Liuzhou,城市便捷酒店,"No. 16 Beique Road, Liubei District",24.33989,109.40506,Liuzhou,柳州,109.4003826,24.34247775,109.4006425,24.3425408,0.535886631,1,109.4006425,24.3425408,"24.33989,109.40506","24.34254080123449,109.40064251573911"
823431,Wuhu Guoxin Hotel,诸暨凯越酒店,"No. 1 Wangyun West Road, Zhuji, Shaoxing",29.71389,120.21022,Shaoxing,绍兴,,,120.2057232,29.71603195,0.495678242,0.5,120.2057232,29.71603195,"29.71389,120.21022","29.71603195028741,120.20572320299591"
823429,Pingxiang Anyuan Hotel,萍乡安源宾馆,"No. 143 Yuejin South Road, Anyuan",27.62422,113.84923,Pingxiang,萍乡,113.8442443,27.62783446,113.8409758,27.6231842,0.634483908,1,113.8442443,27.62783446,"27.62422,113.84923","27.62783446155273,113.84424432685405"
823427,Chongqing Shengteng Yiran Hotel,重庆升腾怡然酒店,"No. 16 Heng Street, Shiping Bridge,",29.52099,106.50533,Chongqing,重庆,,,106.5017878,29.52338658,0.434157945,0.5,106.5017878,29.52338658,"29.52099,106.50533","29.523386582023626,106.5017877741679"
823426,Tengzhou Huatai Hotel,滕州华泰大酒店,"No. 162 Xinxing Middle Road, Tengzhou,",35.09367,117.15689,Zaozhuang,枣庄,,,117.1510491,35.09391664,0.53329879,1,117.1510491,35.09391664,"35.09367,117.15689","35.0939166376349,117.1510490979979"
823424,Homey Hotel,家心怡艺术酒店,"Beside Sichuan Fine Arts Institute,",29.5996,106.30066,Chongqing,重庆,,,106.297063,29.6020634,0.442687213,0.5,106.297063,29.6020634,"29.5996,106.30066","29.602063395045498,106.2970629912031"
823420,Jin Port Hotel,赣州金港湾大酒店,"No.25, Huajian road",25.84261,114.89695,Ganzhou,赣州,,,114.8921875,25.84581225,0.594811308,1,114.8921875,25.84581225,"25.84261,114.89695","25.84581225160581,114.8921875302066"
823419,Dongfang International Hotel,德兴东方国际大酒店,"No. 18 Binhe Avenue, Dexing, Shangrao",28.93066,117.6027,Shangrao,上饶,,,117.5965537,28.93368157,0.68650204,1,117.5965537,28.93368157,"28.93066,117.6027","28.93368157090113,117.5965537409954"
823417,Jingang International Hotel - Tangshan,唐海金港国际饭店,"No. 18 Tanghai Road, Tanghai County,",39.27282,118.42319,Tangshan,唐山,118.415794,39.26703982,118.4172656,39.27144379,0.533578476,1,118.4172656,39.27144379,"39.27282,118.42319","39.27144379062713,118.41726562602547"
823406,Heart Retreat. Wuchen,Heart Retreat. Wuchen,"No.78 Meishan Village, Huchen Xiang",29.61291,121.41939,Ningbo,宁波,,,121.6800299,29.30259195,42.68951298,5+,121.6800299,29.30259195,"29.61291,121.41939","29.30259195127205,121.68002989834828"
823382,Q Hotel Haikou,Q Hotel Haikou,No.9 Haiyu Avenue Meilan District,19.96562,110.43377,Qiongshan,,,,110.3293889,20.02471848,12.73289474,5+,110.3293889,20.02471848,"19.96562,110.43377","20.024718475526868,110.3293888803463"
823376,Lushida Huangcheng Inn,Lushida Huangcheng Inn,"Blk 6, No.399 Mid Zhongzhou Road",34.66541,112.42468,Luoyang,洛阳,,,120.5116994,37.65230326,799.2254117,5+,120.5116994,37.65230326,"34.66541,112.42468","37.652303258876564,120.51169939657099"
